Cafe Grumpy, 4.5, 61, [Coffee & Tea | Cafes | Bakeries], [Chinatown | Lower East Side], 10002, false 

Katz's Delicatessen, 4.0, 5498, [Delis | Sandwiches], [Lower East Side], 10002, false 
Boubouki, 4.5, 51, [Greek | Food Stands], [Lower East Side], 10002, false 
Sweet Chick, 4.0, 102, [Southern], [Lower East Side], 10002, false 
Spicy Village, 4.0, 144, [Chinese], [Lower East Side], 10002, false 
Patacon Pisao, 5.0, 23, [Venezuelan | Sandwiches], [Lower East Side], 10002, false 
Rice Noodle Cart, 4.5, 35, [Food Stands], [Two Bridges | Lower East Side], 10002, false 
Freemans Restaurant, 4.0, 1081, [Breakfast & Brunch | American (New) | Lounges], [Lower East Side], 10002, false 
Verlaine, 4.0, 898, [Tapas/Small Plates | Lounges], [Lower East Side], 10002, false 
Super Taste, 4.0, 233, [Chinese], [Chinatown | Lower East Side], 10002, false 
Eastwood, 4.0, 48, [Bars | American (Traditional)], [Lower East Side], 10002, false 

Upstate, 4.5, 727, [American (New) | Seafood], [East Village], 10003, false 
Ippudo NY, 4.0, 6559, [Ramen], [East Village], 10003, false 
Gramercy Tavern, 4.5, 1515, [American (New)], [Flatiron], 10003, false 
Pommes Frites, 4.0, 2899, [Belgian], [East Village], 10003, false 
The Eddy, 4.5, 61, [American (New)], [East Village], 10003, false 
Bite, 4.0, 397, [Sandwiches], [Gramercy], 10003, false 
Beyond Sushi, 4.5, 498, [Vegetarian | Sushi Bars | Vegan], [Gramercy], 10003, false 
Honest Chops, 5.0, 23, [Butcher | Halal], [East Village], 10003, false 
Momofuku Ssäm Bar, 4.0, 1690, [Korean | American (New)], [East Village], 10003, false 
Feast, 4.0, 196, [American (New) | Breakfast & Brunch], [East Village], 10003, false 
ABC Kitchen, 4.0, 1531, [American (New) | French], [Flatiron | Union Square], 10003, false 
Ichabod's, 4.0, 134, [American (New)], [Flatiron | Union Square | Gramercy], 10003, false 
Taqueria Diana, 4.0, 228, [Mexican], [East Village], 10003, false 
Stage Restaurant, 4.5, 164, [Ukrainian | Polish], [East Village], 10003, false 
Ducks Eatery, 4.0, 199, [French | Cajun/Creole | American (Traditional)], [East Village], 10003, false 
Gotham Bar And Grill, 4.5, 898, [American (New) | Bars], [Union Square | Greenwich Village], 10003, false 
Cha-An, 4.0, 897, [Japanese | Tea Rooms], [East Village], 10003, false 
The Redhead, 4.0, 526, [American (Traditional) | Bars], [East Village], 10003, false 
Momofuku Ko, 4.0, 707, [American (New) | Asian Fusion | Korean], [East Village], 10003, false 

Mighty Quinn's Barbeque, 4.0, 812, [Barbeque], [East Village], 10003, false 
Mark, 4.0, 720, [Burgers], [East Village], 10003, false 
Yakitori Taisho, 4.0, 1033, [Japanese | Sushi Bars], [East Village], 10003, false 
Mamak, 5.0, 20, [Thai | Malaysian | Food Trucks], [East Village], 10003, false 
Ngam, 4.0, 600, [Thai | Cooking Schools], [East Village], 10003, false 
Soba-ya, 4.0, 755, [Japanese], [East Village], 10003, false 
Xi'an Famous Foods, 4.0, 994, [Chinese], [East Village], 10003, false 
Pata Negra, 4.0, 252, [Tapas Bars | Wine Bars | Spanish], [East Village], 10003, false 
Artichoke Basille's Pizza, 4.0, 2535, [Pizza], [Gramercy | East Village], 10003, false 
Han Dynasty, 4.0, 353, [Szechuan | Soup], [East Village], 10003, false 
Luzzo's, 4.0, 741, [Italian | Pizza], [East Village], 10003, false 
Café Orlin, 4.0, 1214, [Breakfast & Brunch | Cafes], [East Village], 10003, false 
Dos Toros Taqueria, 4.0, 1019, [Mexican], [Union Square | East Village | Greenwich Village], 10003, false 

Otto's Tacos, 4.0, 275, [Mexican], [East Village], 10003, false 
The Bao, 4.0, 102, [Shanghainese | Dim Sum], [East Village], 10003, false 
The Hummus & Pita Co., 4.5, 39, [Mediterranean | Middle Eastern | Vegetarian], [Greenwich Village], 10003, false 
Graffiti Food & Wine Bar, 4.0, 394, [American (New) | Wine Bars | Vegetarian], [East Village], 10003, false 
Otafuku, 4.0, 130, [Japanese], [East Village], 10003, false 
Maharlika, 4.0, 735, [Filipino], [East Village], 10003, false 
Confessional, 4.5, 53, [Latin American], [East Village], 10003, false 
MUD, 4.0, 490, [Coffee & Tea | Breakfast & Brunch], [East Village], 10003, false 
Taboonette, 4.0, 146, [Middle Eastern], [Union Square | Greenwich Village], 10003, false 
Degustation, 4.0, 474, [French | American (New) | Spanish], [East Village], 10003, false 
Curry-Ya, 4.0, 428, [Japanese], [East Village], 10003, false 
Yakiniku West, 4.0, 371, [Japanese | Barbeque], [East Village], 10003, false 
Posto, 4.0, 382, [Pizza | Italian | Sandwiches], [Gramercy], 10003, false 
The Smith, 3.5, 1237, [American (New)], [East Village], 10003, false 
Bodhi Tree, 4.0, 400, [Thai], [East Village], 10003, false 

Luke's Lobster, 4.5, 399, [Seafood], [Financial District], 10004, false 
The Dead Rabbit, 4.0, 280, [Bars | American (Traditional)], [Financial District], 10004, false 
Sophie's Cuban Cuisine, 4.0, 259, [Cuban | Sandwiches], [Financial District], 10004, false 
Adrienne's Pizza Bar, 4.0, 685, [Pizza | Italian], [Financial District], 10004, false 
Crepes Du Nord, 4.0, 187, [Creperies | French], [Financial District], 10004, false 
Ancora Restaurant, 4.5, 88, [Italian], [Financial District], 10004, false 
Inatteso Pizzabar Casano, 4.0, 147, [Italian | Pizza], [Battery Park], 10004, false 
Fraunces Tavern, 3.5, 291, [American (Traditional) | Bars], [Financial District], 10004, false 
Harry's Cafe & Steak, 4.0, 348, [Steakhouses | Cafes], [Financial District], 10004, false 
Shorty's, 4.0, 84, [Sandwiches | Bars | Steakhouses], [Financial District], 10004, false 
Whitehorse Tavern, 4.0, 98, [Pubs | Burgers], [Financial District], 10004, false 

Pranzo, 3.5, 50, [Pizza], [Financial District], 10004, false 
Inatteso Cafe Casano, 4.0, 45, [Italian | Coffee & Tea | Bagels], [Battery Park], 10004, false 
Murphy's Tavern, 4.0, 40, [Pubs | American (Traditional)], [Financial District], 10004, false 
Underground Pizza, 3.5, 98, [Pizza], [Financial District], 10004, false 
Pret A Manger, 4.0, 50, [Sandwiches | Coffee & Tea | Breakfast & Brunch], [Financial District], 10004, false 
Gigino At Wagner Park, 3.5, 138, [Italian | Seafood], [Battery Park], 10004, false 
Ulysses Folk House, 3.5, 459, [Pubs | Irish | Breakfast & Brunch], [Financial District], 10004, false 
Smorgas Chef, 3.5, 204, [Scandinavian], [Financial District], 10004, false 

Flavors, 3.5, 117, [Sandwiches | Cafes], [Financial District], 10004, false 
Chipotle Mexican Grill, 3.5, 84, [Mexican], [Financial District], 10004, false 
Burger Burger, 3.5, 171, [Burgers | Hot Dogs | American (Traditional)], [Financial District], 10004, false 
Justino's Pizzeria, 4.0, 23, [Pizza], [Financial District], 10004, false 
Bluestone Lane Coffee, 4.5, 64, [Cafes], [Financial District], 10004, false 

Veronica's Kitchen, 4.0, 96, [Soul Food | Food Stands | Trinidadian], [Financial District], 10005, false 

Andaz Wall Street, 3.5, 137, [American (New)], [Financial District], 10005, false 
Dig Inn Seasonal Market, 3.5, 140, [American (Traditional)], [Financial District], 10005, false 
Pita Press, 3.5, 95, [Greek], [Financial District], 10005, false 

The Cinnamon Snail, 5.0, 6, [Mexican | Sandwiches | Food Trucks], [Financial District], 10005, false 
Fun Buns Cart, 4.0, 21, [Taiwanese | Street Vendors], [Financial District], 10005, false 

Blue Planet Grill, 3.5, 199, [American (Traditional) | Bars | Caterers], [Financial District], 10006, false 
View of the World Terrace Club, 4.5, 10, [American (New)], [Financial District], 10006, false 
Ho Yip Restaurant, 3.5, 141, [Chinese], [Financial District], 10006, false 

Clinton Hall, 3.5, 77, [Sports Bars | American (New) | Cocktail Bars], [Financial District], 10006, false 
Tajin, 3.5, 93, [Mexican], [Financial District], 10006, false 
Sam's Falafel Stand, 4.0, 101, [Falafel], [Financial District], 10006, false 
Bill's Bar & Burger Downtown, 3.5, 112, [Bars | Burgers], [Financial District], 10006, false 
Wogies Bar and Grill, 4.0, 23, [American (Traditional) | Cheesesteaks | Chicken Wings], [Financial District], 10006, false 

Sale & Pepe, 4.5, 8, [Sandwiches | Caterers], [Financial District], 10006, false 

Dark Horse, 4.0, 171, [American (Traditional) | American (New)], [TriBeCa | Civic Center], 10007, false 
Sophie's Cuban Cuisine, 4.0, 128, [Cuban], [TriBeCa | Civic Center], 10007, false 
Saleya, 4.0, 81, [American (New) | Mediterranean | Bars], [TriBeCa], 10007, false 
Manhattan Proper, 4.0, 110, [Sports Bars | American (New) | Lounges], [TriBeCa | Civic Center], 10007, false 
My Belly's Playlist, 4.0, 60, [American (New) | Sandwiches | Salad], [TriBeCa], 10007, false 
Sole di Capri, 4.0, 124, [Italian], [TriBeCa], 10007, false 

Benares, 4.0, 125, [Indian], [TriBeCa], 10007, false 
The Hummus & Pita Co., 4.0, 74, [Mediterranean | Middle Eastern], [TriBeCa | Civic Center], 10007, false 
Woodrow's, 4.0, 127, [American (Traditional) | Pubs], [TriBeCa], 10007, false 
Mulberry and Vine, 4.0, 53, [American (New) | Latin American | Asian Fusion], [TriBeCa], 10007, false 
Church Publick, 4.0, 46, [American (New) | Pubs], [TriBeCa | Civic Center], 10007, false 

Takahachi Bakery, 4.0, 294, [Bakeries | Japanese | Fruits & Veggies], [TriBeCa | Civic Center], 10007, false 
Delimarie, 4.5, 31, [Delis | Southern | Breakfast & Brunch], [TriBeCa | Civic Center], 10007, false 
By Suzette French Crepes, 4.0, 52, [Creperies | French], [TriBeCa | Chinatown | Civic Center], 10007, false 

Pylos, 4.5, 696, [Greek], [East Village | Alphabet City], 10009, false 
B4, 4.0, 112, [American (New) | Comfort Food], [East Village | Alphabet City], 10009, false 
Taverna Kyclades East Village, 4.5, 233, [Greek | Seafood], [Stuyvesant Town | East Village], 10009, false 
Caracas Arepa Bar, 4.0, 2016, [Venezuelan], [East Village], 10009, false 
Northern Spy Food Co., 4.0, 657, [American (Traditional)], [East Village | Alphabet City], 10009, false 
Xe May Sandwich Shop, 4.5, 371, [Sandwiches | Vietnamese], [East Village], 10009, false 
Westville, 4.0, 676, [American (New)], [East Village | Alphabet City], 10009, false 
Brindle Room, 4.0, 417, [American (New)], [East Village | Alphabet City], 10009, false 
Nai Tapas Bar, 4.0, 457, [Tapas Bars], [East Village], 10009, false 
Cafe Mogador, 4.0, 1144, [Moroccan], [East Village | Alphabet City], 10009, false 

Flinders Lane, 4.5, 56, [Restaurants | Wine Bars], [East Village | Alphabet City], 10009, false 
Bobwhite Lunch & Supper Counter, 4.0, 253, [Southern], [East Village | Alphabet City], 10009, false 
Root & Bone, 4.0, 138, [Southern | Comfort Food], [East Village | Alphabet City], 10009, false 
Grape and Grain, 4.0, 221, [Wine Bars | American (New)], [East Village | Alphabet City], 10009, false 

Yuca Bar & Restaurant, 4.0, 1045, [Latin American | Tapas Bars], [East Village | Alphabet City], 10009, false 
Casa Adela, 4.0, 152, [Latin American | Puerto Rican], [East Village | Alphabet City], 10009, false 
Tink's Restaurant, 4.0, 164, [American (New) | Comfort Food | Breakfast & Brunch], [East Village], 10009, false 
Yerba Buena, 4.0, 564, [Latin American | Spanish], [East Village | Alphabet City], 10009, false 
Kafana, 4.0, 221, [Ethnic Food | Modern European], [East Village | Alphabet City], 10009, false 
Tuome, 4.0, 37, [American (New)], [East Village | Alphabet City], 10009, false 
Fat Buddha, 4.0, 322, [Bars | Asian Fusion | Korean], [East Village | Alphabet City], 10009, false 
Luke's Lobster, 4.0, 1214, [Seafood], [East Village], 10009, false 

Eleven Madison Park, 4.5, 1134, [American (New) | French], [Flatiron], 10010, false 
Mook's, 4.5, 50, [Sandwiches | Cafes | Salad], [Kips Bay], 10010, false 
Lamarca Cheese Shop, 4.5, 35, [Cheese Shops | Comfort Food], [Gramercy], 10010, false 
Maialino, 4.0, 771, [Italian], [Flatiron | Gramercy], 10010, false 
Molly's, 4.0, 285, [American (Traditional) | Irish | Pubs], [Gramercy], 10010, false 
Gila's Nosh, 4.5, 65, [Coffee & Tea | Mediterranean], [Kips Bay], 10010, false 
Grill 21, 4.0, 246, [Filipino], [Gramercy], 10010, false 
Hillstone, 4.0, 446, [Steakhouses | American (Traditional)], [Flatiron], 10010, false 

Vitis La Vineria, 4.5, 40, [Tapas/Small Plates | Wine Bars], [Gramercy], 10010, false 
Kipsey's, 4.0, 115, [American (New) | Breakfast & Brunch], [Kips Bay], 10010, false 
Bluebell Cafe, 3.5, 251, [American (Traditional)], [Gramercy], 10010, false 
Limon Restaurant, 4.0, 118, [Turkish | Middle Eastern | Mediterranean], [Kips Bay], 10010, false 
Almond, 3.5, 605, [American (New)], [Flatiron], 10010, false 
STIX, 4.0, 191, [Mediterranean | Greek], [Flatiron | Gramercy], 10010, false 
Lamarca, 4.0, 176, [Italian], [Gramercy], 10010, false 

Love Cafe & Bar, 4.0, 25, [Cafes], [Kips Bay], 10010, false 
Almayass, 4.0, 144, [Mediterranean | Armenian | Vegetarian], [Flatiron], 10010, false 

Los Tacos No.1, 4.5, 419, [Mexican], [Meatpacking District | Chelsea], 10011, false 
Colicchio & Sons Tap Room, 4.5, 161, [American (New)], [Meatpacking District | Chelsea], 10011, false 
Westville, 4.0, 514, [American (New)], [Chelsea], 10011, false 
Buddakan, 4.0, 1970, [Chinese | Asian Fusion], [Meatpacking District | Chelsea], 10011, false 
Cookshop, 4.0, 968, [American (New) | Breakfast & Brunch | Desserts], [Chelsea], 10011, false 
The Red Cat, 4.0, 450, [American (New)], [Chelsea], 10011, false 
The Green Table, 4.0, 347, [Vegetarian | American (New) | Breakfast & Brunch], [Meatpacking District | Chelsea], 10011, false 
Salinas, 4.0, 429, [Mediterranean | Spanish], [Chelsea], 10011, false 
The Meatball Shop, 4.0, 279, [Italian | Salad], [Chelsea], 10011, false 
Tia Pol, 4.0, 512, [Tapas Bars | Spanish], [Chelsea], 10011, false 
Le Grainne Cafe, 4.0, 400, [French], [Chelsea], 10011, false 
Dil-e Punjab Deli, 4.5, 111, [Indian | Vegetarian | Pakistani], [Chelsea], 10011, false 

Coppelia, 4.0, 448, [Cuban], [Chelsea], 10011, false 
Amélie, 4.5, 654, [French | Wine Bars], [Greenwich Village], 10011, false 
Ootoya, 4.0, 508, [Japanese], [Flatiron], 10011, false 
The Grey Dog, 4.0, 427, [Coffee & Tea | Breakfast & Brunch], [Chelsea], 10011, false 

Empire Diner, 4.0, 115, [Diners], [Chelsea], 10011, false 
Heartwood, 4.0, 52, [American (New)], [Chelsea], 10011, false 
El Cocotero, 4.0, 307, [Latin American], [Chelsea], 10011, false 
Sotto 13, 4.0, 255, [Pizza | Tapas/Small Plates], [West Village], 10011, false 
The Meatball Shop, 4.0, 502, [Italian | American (Traditional)], [West Village], 10011, false 

Siggy's Good Food, 4.5, 203, [Mediterranean | Vegan | Comfort Food], [NoHo], 10012, false 
Cafe Habana, 4.0, 2307, [Cuban | Mexican], [Nolita], 10012, false 
Jane, 4.0, 1785, [American (Traditional) | Modern European], [Greenwich Village], 10012, false 
Carroll Place, 4.5, 90, [Gastropubs | Italian], [Greenwich Village], 10012, false 
Bianca Restaurant, 4.0, 856, [Italian], [NoHo], 10012, false 
Blue Ribbon Brasserie, 4.5, 638, [Seafood | American (Traditional)], [South Village], 10012, false 
Balthazar Restaurant, 4.0, 1745, [French], [SoHo], 10012, false 
Rubirosa, 4.0, 564, [Italian | Pizza], [Nolita], 10012, false 
Cocotte, 4.5, 130, [French], [South Village], 10012, false 
Saigon Shack, 4.0, 830, [Vietnamese], [Greenwich Village], 10012, false 
Eight Turn Crêpe, 4.5, 262, [Creperies], [Nolita], 10012, false 
Ciccio, 4.5, 76, [Italian | Bars], [South Village], 10012, false 
Ruby's, 4.0, 412, [Burgers | Coffee & Tea], [Nolita], 10012, false 
Cuba, 4.0, 770, [Cuban], [Greenwich Village], 10012, false 

Lupa, 4.0, 952, [Italian | American (New)], [Greenwich Village], 10012, false 
Mamoun's Falafel, 4.5, 1641, [Middle Eastern | Falafel], [Greenwich Village], 10012, false 
Bohemian Restaurant, 4.5, 339, [Japanese], [NoHo], 10012, false 
Gato, 4.0, 251, [Mediterranean | Spanish | Bars], [NoHo], 10012, false 
Bite, 4.0, 138, [Food Stands | Sandwiches], [NoHo], 10012, false 
Jack's Wife Freda, 4.0, 305, [Breakfast & Brunch | Mediterranean], [SoHo], 10012, false 
Emporio, 4.0, 364, [Italian], [Nolita], 10012, false 
Aquagrill, 4.5, 858, [Seafood], [South Village], 10012, false 
Boqueria, 4.0, 462, [Spanish], [South Village], 10012, false 
Public, 4.0, 788, [American (Traditional)], [Nolita], 10012, false 
Toloache, 4.5, 94, [Mexican], [Greenwich Village], 10012, false 
Lombardi's Pizza, 4.0, 3928, [Pizza], [Nolita], 10012, false 
Taim Falafel, 4.5, 174, [Falafel], [Nolita], 10012, false 
Minetta Tavern, 4.0, 1246, [French | American (New) | Breakfast & Brunch], [Greenwich Village], 10012, false 
Pepe Rosso To Go, 4.0, 237, [Italian], [South Village], 10012, false 
Café Gitane, 4.0, 497, [French | Moroccan], [Nolita], 10012, false 

Mirch Masala, 4.5, 41, [Indian], [Greenwich Village], 10012, false 
The Grey Dog, 4.0, 194, [Coffee & Tea | Breakfast & Brunch], [Nolita], 10012, false 
Il Corallo Trattoria, 4.0, 478, [Italian | Pizza], [South Village], 10012, false 
Vin et Fleurs, 4.0, 247, [French], [South Village], 10012, false 
B&B Winepub, 4.0, 441, [Burgers], [SoHo], 10012, false 
Snack, 4.0, 197, [Sandwiches | Mediterranean], [South Village], 10012, false 
Saxon + Parole, 4.0, 405, [American (New) | Bars], [NoHo], 10012, false 
Balaboosta, 4.0, 366, [Mediterranean], [Nolita], 10012, false 
Ariana, 4.5, 23, [Russian], [South Village | Greenwich Village], 10012, false 
Bistro Les Amis, 4.0, 161, [French], [South Village], 10012, false 
Mother's Ruin, 4.0, 169, [Bars | American (New) | Breakfast & Brunch], [Nolita], 10012, false 
Bareburger, 4.0, 388, [Burgers], [Greenwich Village], 10012, false 

The Greek, 4.5, 112, [Greek], [TriBeCa], 10013, false 
La Sirene, 4.5, 1030, [French], [South Village], 10013, false 
Bouley, 4.5, 707, [French], [TriBeCa], 10013, false 
Breakroom, 4.5, 265, [Burgers | Mexican], [Chinatown], 10013, false 
Distilled, 4.0, 229, [American (New) | Bars | Breakfast & Brunch], [TriBeCa], 10013, false 
Despaña, 4.5, 284, [Spanish | Basque | Grocery], [SoHo], 10013, false 
Nish Nush, 4.5, 197, [Middle Eastern | Vegetarian | Kosher], [TriBeCa], 10013, false 
Mooncake Foods, 4.0, 386, [Asian Fusion | Gluten-Free], [South Village], 10013, false 
Westville, 4.0, 156, [American (Traditional)], [South Village], 10013, false 
Locanda Verde, 4.0, 938, [Italian], [TriBeCa], 10013, false 
Pepe Rosso Social, 4.5, 92, [Italian], [Little Italy | Nolita], 10013, false 

Pepolino Restaurant, 4.5, 250, [Italian], [TriBeCa], 10013, false 
Joe's Shanghai, 4.0, 2811, [Shanghainese], [Chinatown | Civic Center], 10013, false 
Saluggi's, 4.0, 340, [Pizza | Italian], [TriBeCa], 10013, false 
Zutto Japanese American Pub, 4.0, 528, [Asian Fusion | Japanese | Sushi Bars], [TriBeCa], 10013, false 
Piacere, 4.5, 124, [Pizza | Italian], [Little Italy | Nolita], 10013, false 
Kori, 4.0, 274, [Korean], [TriBeCa], 10013, false 
Galli Restaurant, 4.0, 265, [Italian], [SoHo], 10013, false 
Ear Inn, 4.0, 239, [Bars | American (Traditional)], [South Village], 10013, false 

Da Mikele, 4.0, 200, [Italian], [TriBeCa], 10013, false 
Ward III, 4.0, 285, [American (New) | Lounges], [TriBeCa], 10013, false 
Terroir Tribeca, 4.0, 131, [Wine Bars | American (New)], [TriBeCa], 10013, false 
H K  Wonton Garden, 4.0, 496, [Chinese], [Chinatown], 10013, false 
Atera, 4.5, 82, [American (New) | Lounges], [TriBeCa | Civic Center], 10013, false 
Jungsik, 4.5, 202, [Korean], [TriBeCa], 10013, false 
Union Bar & Kitchen, 4.5, 24, [American (New)], [South Village], 10013, false 
Khe-Yo, 4.0, 182, [Laotian | Wine Bars], [TriBeCa], 10013, false 

Taim Falafel and Smoothie Bar, 4.5, 1042, [Middle Eastern | Vegetarian | Street Vendors], [West Village], 10014, false 
The Little Owl, 4.0, 855, [American (New)], [West Village], 10014, false 
L'Artusi, 4.5, 789, [Italian], [West Village], 10014, false 
Malatesta Trattoria, 4.0, 723, [Italian], [West Village], 10014, false 
Westville, 4.0, 693, [Salad | Burgers | Sandwiches], [West Village], 10014, false 
The Spotted Pig, 4.0, 1720, [Burgers | Gastropubs], [West Village], 10014, false 
Mémé Mediterranean, 4.0, 262, [Mediterranean], [West Village], 10014, false 
Buvette, 4.0, 502, [French], [West Village], 10014, false 
Cafe Gitane, 4.0, 224, [French | Moroccan], [West Village], 10014, false 
Scarpetta, 4.0, 983, [Italian], [Meatpacking District | West Village | Chelsea], 10014, false 
Wallflower, 4.5, 75, [American (New)], [West Village], 10014, false 
Employees Only, 4.0, 776, [American (New) | Lounges], [West Village], 10014, false 
Takashi, 4.0, 415, [Japanese | Korean | Barbeque], [West Village], 10014, false 
Upright Brew House, 4.0, 78, [American (New) | Bars], [West Village], 10014, false 

Market Table, 4.0, 542, [American (New)], [West Village], 10014, false 
Pinto, 4.0, 604, [Thai], [West Village], 10014, false 
Piora, 4.5, 115, [American (New)], [West Village], 10014, false 
Extra Virgin, 4.0, 776, [Seafood | Greek | Italian], [West Village], 10014, false 
Perilla Restaurant, 4.0, 1096, [American (New)], [West Village], 10014, false 
The Clam, 4.5, 76, [Seafood], [West Village], 10014, false 
The Grey Dog, 4.5, 40, [Coffee & Tea | Breakfast & Brunch], [West Village], 10014, false 
The Otheroom, 4.0, 209, [Lounges | Wine Bars | American (New)], [West Village], 10014, false 
Malaparte, 4.0, 102, [Italian], [West Village], 10014, false 
NY Dosas, 4.5, 248, [Indian | Food Stands | Vegetarian], [Greenwich Village], 10014, false 
Barbuto, 4.0, 440, [Italian | American (New)], [West Village], 10014, false 
Las Ramblas, 4.0, 488, [Tapas/Small Plates], [West Village], 10014, false 
Tartine, 4.0, 618, [French | Breakfast & Brunch], [West Village], 10014, false 

Piccolo Angolo, 4.0, 246, [Italian], [West Village], 10014, false 
Ramen-Ya, 4.0, 180, [Ramen], [West Village], 10014, false 
Hudson Clearwater, 4.0, 287, [American (New)], [West Village], 10014, false 
Joseph Leonard, 4.0, 366, [American (New) | French], [West Village], 10014, false 
Corner Bistro, 4.0, 1163, [Burgers | Bars], [West Village], 10014, false 
Mas Farmhouse, 4.0, 370, [French | Wine Bars], [West Village], 10014, false 
Hakata Tonton, 4.0, 434, [Japanese | Hot Pot], [West Village], 10014, false 
Cafe Cluny, 4.0, 441, [Restaurants], [West Village], 10014, false 
Fish, 4.0, 888, [Seafood], [West Village], 10014, false 

Chicken Provence, 4.5, 74, [French], [Murray Hill | Midtown East], 10016, false 
The Shakespeare, 4.5, 77, [Pubs | British], [Midtown East | Murray Hill], 10016, false 
Cask Bar + Kitchen, 4.0, 699, [Bars | American (New) | Seafood], [Murray Hill | Kips Bay | Midtown East], 10016, false 
Le Parisien, 4.0, 480, [French], [Murray Hill | Kips Bay | Midtown East], 10016, false 
Bistango, 4.0, 386, [Italian | Gluten-Free], [Kips Bay | Midtown East], 10016, false 
Pippali, 4.0, 260, [Indian], [Flatiron], 10016, false 

Lamazou, 4.5, 188, [Cheese Shops | Sandwiches], [Kips Bay], 10016, false 
Juni, 4.5, 63, [American (New)], [Midtown East], 10016, false 
Pio Pio, 4.0, 459, [Latin American | Peruvian], [Murray Hill | Kips Bay | Midtown East], 10016, false 
The Cannibal, 4.0, 213, [American (New) | Butcher], [Flatiron | Midtown East], 10016, false 
Whitman & Bloom, 4.0, 130, [Breakfast & Brunch], [Kips Bay], 10016, false 
Bareburger, 4.0, 389, [Burgers], [Murray Hill | Midtown East], 10016, false 
